,Period,HomeCountry,Commune,Gender,Population
44312,2023Q4,South Korea,Region Hovedstaden,Men,438
44313,2023Q4,South Korea,Region Hovedstaden,Women,704
44314,2023Q4,South Korea,Copenhagen,Men,247
44315,2023Q4,South Korea,Copenhagen,Women,412
44316,2023Q4,South Korea,Frederiksberg,Men,42
44317,2023Q4,South Korea,Frederiksberg,Women,55
44318,2023Q4,South Korea,Dragør,Men,2
44319,2023Q4,South Korea,Dragør,Women,4
44320,2023Q4,South Korea,Tårnby,Men,4
44321,2023Q4,South Korea,Tårnby,Women,5
44322,2023Q4,South Korea,Albertslund,Men,1
44323,2023Q4,South Korea,Albertslund,Women,8
44324,2023Q4,South Korea,Ballerup,Men,15
44325,2023Q4,South Korea,Ballerup,Women,8
44326,2023Q4,South Korea,Brøndby,Men,2
44327,2023Q4,South Korea,Brøndby,Women,8
44328,2023Q4,South Korea,Gentofte,Men,27
44329,2023Q4,South Korea,Gentofte,Women,49
44330,2023Q4,South Korea,Gladsaxe,Men,16
44331,2023Q4,South Korea,Gladsaxe,Women,19
44332,2023Q4,South Korea,Glostrup,Men,1
44333,2023Q4,South Korea,Glostrup,Women,1
44334,2023Q4,South Korea,Herlev,Men,0
44335,2023Q4,South Korea,Herlev,Women,3
44336,2023Q4,South Korea,Hvidovre,Men,6
44337,2023Q4,South Korea,Hvidovre,Women,7
44338,2023Q4,South Korea,Høje-Taastrup,Men,4
44339,2023Q4,South Korea,Høje-Taastrup,Women,11
44340,2023Q4,South Korea,Ishøj,Men,1
44341,2023Q4,South Korea,Ishøj,Women,2
44342,2023Q4,South Korea,Lyngby-Taarbæk,Men,6
44343,2023Q4,South Korea,Lyngby-Taarbæk,Women,20
44344,2023Q4,South Korea,Rødovre,Men,6
44345,2023Q4,South Korea,Rødovre,Women,4
44346,2023Q4,South Korea,Vallensbæk,Men,3
44347,2023Q4,South Korea,Vallensbæk,Women,3
44348,2023Q4,South Korea,Allerød,Men,2
44349,2023Q4,South Korea,Allerød,Women,2
44350,2023Q4,South Korea,Egedal,Men,3
44351,2023Q4,South Korea,Egedal,Women,5
44352,2023Q4,South Korea,Fredensborg,Men,2
44353,2023Q4,South Korea,Fredensborg,Women,11
44354,2023Q4,South Korea,Frederikssund,Men,2
44355,2023Q4,South Korea,Frederikssund,Women,10
44356,2023Q4,South Korea,Furesø,Men,3
44357,2023Q4,South Korea,Furesø,Women,5
44358,2023Q4,South Korea,Gribskov,Men,3
44359,2023Q4,South Korea,Gribskov,Women,2
44360,2023Q4,South Korea,Halsnæs,Men,3
44361,2023Q4,South Korea,Halsnæs,Women,2
44362,2023Q4,South Korea,Helsingør,Men,10
44363,2023Q4,South Korea,Helsingør,Women,15
44364,2023Q4,South Korea,Hillerød,Men,9
44365,2023Q4,South Korea,Hillerød,Women,9
44366,2023Q4,South Korea,Hørsholm,Men,3
44367,2023Q4,South Korea,Hørsholm,Women,6
44368,2023Q4,South Korea,Rudersdal,Men,14
44369,2023Q4,South Korea,Rudersdal,Women,16
44370,2023Q4,South Korea,Bornholm,Men,1
44371,2023Q4,South Korea,Bornholm,Women,2
44372,2023Q4,South Korea,Christiansø,Men,0
44373,2023Q4,South Korea,Christiansø,Women,0
44374,2023Q4,South Korea,Region Sjælland,Men,54
44375,2023Q4,South Korea,Region Sjælland,Women,71
44376,2023Q4,South Korea,Greve,Men,4
44377,2023Q4,South Korea,Greve,Women,10
44378,2023Q4,South Korea,Køge,Men,7
44379,2023Q4,South Korea,Køge,Women,3
44380,2023Q4,South Korea,Lejre,Men,1
44381,2023Q4,South Korea,Lejre,Women,5
44382,2023Q4,South Korea,Roskilde,Men,6
44383,2023Q4,South Korea,Roskilde,Women,16
44384,2023Q4,South Korea,Solrød,Men,8
44385,2023Q4,South Korea,Solrød,Women,1
44386,2023Q4,South Korea,Faxe,Men,2
44387,2023Q4,South Korea,Faxe,Women,2
44388,2023Q4,South Korea,Guldborgsund,Men,3
44389,2023Q4,South Korea,Guldborgsund,Women,1
44390,2023Q4,South Korea,Holbæk,Men,5
44391,2023Q4,South Korea,Holbæk,Women,2
44392,2023Q4,South Korea,Kalundborg,Men,1
44393,2023Q4,South Korea,Kalundborg,Women,4
44394,2023Q4,South Korea,Lolland,Men,1
44395,2023Q4,South Korea,Lolland,Women,1
44396,2023Q4,South Korea,Næstved,Men,5
44397,2023Q4,South Korea,Næstved,Women,9
44398,2023Q4,South Korea,Odsherred,Men,0
44399,2023Q4,South Korea,Odsherred,Women,1
44400,2023Q4,South Korea,Ringsted,Men,0
44401,2023Q4,South Korea,Ringsted,Women,1
44402,2023Q4,South Korea,Slagelse,Men,8
44403,2023Q4,South Korea,Slagelse,Women,6
44404,2023Q4,South Korea,Sorø,Men,1
44405,2023Q4,South Korea,Sorø,Women,3
44406,2023Q4,South Korea,Stevns,Men,1
44407,2023Q4,South Korea,Stevns,Women,2
44408,2023Q4,South Korea,Vordingborg,Men,1
44409,2023Q4,South Korea,Vordingborg,Women,4
44410,2023Q4,South Korea,Region Syddanmark,Men,98
44411,2023Q4,South Korea,Region Syddanmark,Women,139
44412,2023Q4,South Korea,Assens,Men,1
44413,2023Q4,South Korea,Assens,Women,1
44414,2023Q4,South Korea,Faaborg-Midtfyn,Men,0
44415,2023Q4,South Korea,Faaborg-Midtfyn,Women,3
44416,2023Q4,South Korea,Kerteminde,Men,1
44417,2023Q4,South Korea,Kerteminde,Women,3
44418,2023Q4,South Korea,Langeland,Men,0
44419,2023Q4,South Korea,Langeland,Women,0
44420,2023Q4,South Korea,Middelfart,Men,3
44421,2023Q4,South Korea,Middelfart,Women,3
44422,2023Q4,South Korea,Nordfyns,Men,0
44423,2023Q4,South Korea,Nordfyns,Women,5
44424,2023Q4,South Korea,Nyborg,Men,3
44425,2023Q4,South Korea,Nyborg,Women,4
44426,2023Q4,South Korea,Odense,Men,36
44427,2023Q4,South Korea,Odense,Women,39
44428,2023Q4,South Korea,Svendborg,Men,3
44429,2023Q4,South Korea,Svendborg,Women,6
44430,2023Q4,South Korea,Ærø,Men,0
44431,2023Q4,South Korea,Ærø,Women,0
44432,2023Q4,South Korea,Billund,Men,7
44433,2023Q4,South Korea,Billund,Women,16
44434,2023Q4,South Korea,Esbjerg,Men,9
44435,2023Q4,South Korea,Esbjerg,Women,9
44436,2023Q4,South Korea,Fanø,Men,0
44437,2023Q4,South Korea,Fanø,Women,1
44438,2023Q4,South Korea,Fredericia,Men,8
44439,2023Q4,South Korea,Fredericia,Women,2
44440,2023Q4,South Korea,Haderslev,Men,1
44441,2023Q4,South Korea,Haderslev,Women,6
44442,2023Q4,South Korea,Kolding,Men,12
44443,2023Q4,South Korea,Kolding,Women,13
44444,2023Q4,South Korea,Sønderborg,Men,3
44445,2023Q4,South Korea,Sønderborg,Women,4
44446,2023Q4,South Korea,Tønder,Men,0
44447,2023Q4,South Korea,Tønder,Women,2
44448,2023Q4,South Korea,Varde,Men,1
44449,2023Q4,South Korea,Varde,Women,6
44450,2023Q4,South Korea,Vejen,Men,1
44451,2023Q4,South Korea,Vejen,Women,3
44452,2023Q4,South Korea,Vejle,Men,8
44453,2023Q4,South Korea,Vejle,Women,13
44454,2023Q4,South Korea,Aabenraa,Men,1
44455,2023Q4,South Korea,Aabenraa,Women,0
44456,2023Q4,South Korea,Region Midtjylland,Men,104
44457,2023Q4,South Korea,Region Midtjylland,Women,144
44458,2023Q4,South Korea,Favrskov,Men,3
44459,2023Q4,South Korea,Favrskov,Women,7
44460,2023Q4,South Korea,Hedensted,Men,1
44461,2023Q4,South Korea,Hedensted,Women,5
44462,2023Q4,South Korea,Horsens,Men,4
44463,2023Q4,South Korea,Horsens,Women,8
44464,2023Q4,South Korea,Norddjurs,Men,1
44465,2023Q4,South Korea,Norddjurs,Women,1
44466,2023Q4,South Korea,Odder,Men,1
44467,2023Q4,South Korea,Odder,Women,2
44468,2023Q4,South Korea,Randers,Men,4
44469,2023Q4,South Korea,Randers,Women,3
44470,2023Q4,South Korea,Samsø,Men,0
44471,2023Q4,South Korea,Samsø,Women,0
44472,2023Q4,South Korea,Silkeborg,Men,5
44473,2023Q4,South Korea,Silkeborg,Women,3
44474,2023Q4,South Korea,Skanderborg,Men,1
44475,2023Q4,South Korea,Skanderborg,Women,8
44476,2023Q4,South Korea,Syddjurs,Men,2
44477,2023Q4,South Korea,Syddjurs,Women,2
44478,2023Q4,South Korea,Aarhus,Men,58
44479,2023Q4,South Korea,Aarhus,Women,77
44480,2023Q4,South Korea,Herning,Men,4
44481,2023Q4,South Korea,Herning,Women,5
44482,2023Q4,South Korea,Holstebro,Men,3
44483,2023Q4,South Korea,Holstebro,Women,3
44484,2023Q4,South Korea,Ikast-Brande,Men,5
44485,2023Q4,South Korea,Ikast-Brande,Women,7
44486,2023Q4,South Korea,Lemvig,Men,0
44487,2023Q4,South Korea,Lemvig,Women,1
44488,2023Q4,South Korea,Ringkøbing-Skjern,Men,1
44489,2023Q4,South Korea,Ringkøbing-Skjern,Women,2
44490,2023Q4,South Korea,Skive,Men,3
44491,2023Q4,South Korea,Skive,Women,3
44492,2023Q4,South Korea,Struer,Men,1
44493,2023Q4,South Korea,Struer,Women,1
44494,2023Q4,South Korea,Viborg,Men,7
44495,2023Q4,South Korea,Viborg,Women,6
44496,2023Q4,South Korea,Region Nordjylland,Men,36
44497,2023Q4,South Korea,Region Nordjylland,Women,60
44498,2023Q4,South Korea,Brønderslev,Men,1
44499,2023Q4,South Korea,Brønderslev,Women,0
44500,2023Q4,South Korea,Frederikshavn,Men,1
44501,2023Q4,South Korea,Frederikshavn,Women,5
44502,2023Q4,South Korea,Hjørring,Men,3
44503,2023Q4,South Korea,Hjørring,Women,5
44504,2023Q4,South Korea,Jammerbugt,Men,2
44505,2023Q4,South Korea,Jammerbugt,Women,0
44506,2023Q4,South Korea,Læsø,Men,0
44507,2023Q4,South Korea,Læsø,Women,0
44508,2023Q4,South Korea,Mariagerfjord,Men,0
44509,2023Q4,South Korea,Mariagerfjord,Women,3
44510,2023Q4,South Korea,Morsø,Men,1
44511,2023Q4,South Korea,Morsø,Women,1
44512,2023Q4,South Korea,Rebild,Men,1
44513,2023Q4,South Korea,Rebild,Women,5
44514,2023Q4,South Korea,Thisted,Men,0
44515,2023Q4,South Korea,Thisted,Women,2
44516,2023Q4,South Korea,Vesthimmerlands,Men,1
44517,2023Q4,South Korea,Vesthimmerlands,Women,2
44518,2023Q4,South Korea,Aalborg,Men,26
44519,2023Q4,South Korea,Aalborg,Women,37
44520,2023Q4,Syria,All Denmark,Men,24555
44521,2023Q4,Syria,All Denmark,Women,20360
44522,2023Q4,Syria,Region Hovedstaden,Men,4827
44523,2023Q4,Syria,Region Hovedstaden,Women,3941
44524,2023Q4,Syria,Copenhagen,Men,990
44525,2023Q4,Syria,Copenhagen,Women,885
44526,2023Q4,Syria,Frederiksberg,Men,251
44527,2023Q4,Syria,Frederiksberg,Women,242
44528,2023Q4,Syria,Dragør,Men,52
44529,2023Q4,Syria,Dragør,Women,34
44530,2023Q4,Syria,Tårnby,Men,149
44531,2023Q4,Syria,Tårnby,Women,98
44532,2023Q4,Syria,Albertslund,Men,39
44533,2023Q4,Syria,Albertslund,Women,34
44534,2023Q4,Syria,Ballerup,Men,106
44535,2023Q4,Syria,Ballerup,Women,76
44536,2023Q4,Syria,Brøndby,Men,91
44537,2023Q4,Syria,Brøndby,Women,86
44538,2023Q4,Syria,Gentofte,Men,164
44539,2023Q4,Syria,Gentofte,Women,124
44540,2023Q4,Syria,Gladsaxe,Men,149
44541,2023Q4,Syria,Gladsaxe,Women,96
44542,2023Q4,Syria,Glostrup,Men,49
44543,2023Q4,Syria,Glostrup,Women,43
44544,2023Q4,Syria,Herlev,Men,58
44545,2023Q4,Syria,Herlev,Women,39
44546,2023Q4,Syria,Hvidovre,Men,107
44547,2023Q4,Syria,Hvidovre,Women,114
44548,2023Q4,Syria,Høje-Taastrup,Men,124
44549,2023Q4,Syria,Høje-Taastrup,Women,82
44550,2023Q4,Syria,Ishøj,Men,28
44551,2023Q4,Syria,Ishøj,Women,24
44552,2023Q4,Syria,Lyngby-Taarbæk,Men,186
44553,2023Q4,Syria,Lyngby-Taarbæk,Women,151
44554,2023Q4,Syria,Rødovre,Men,82
44555,2023Q4,Syria,Rødovre,Women,68
44556,2023Q4,Syria,Vallensbæk,Men,24
44557,2023Q4,Syria,Vallensbæk,Women,31
44558,2023Q4,Syria,Allerød,Men,170
44559,2023Q4,Syria,Allerød,Women,128
44560,2023Q4,Syria,Egedal,Men,158
44561,2023Q4,Syria,Egedal,Women,127
44562,2023Q4,Syria,Fredensborg,Men,102
44563,2023Q4,Syria,Fredensborg,Women,102
44564,2023Q4,Syria,Frederikssund,Men,223
44565,2023Q4,Syria,Frederikssund,Women,189
44566,2023Q4,Syria,Furesø,Men,108
44567,2023Q4,Syria,Furesø,Women,102
44568,2023Q4,Syria,Gribskov,Men,239
44569,2023Q4,Syria,Gribskov,Women,190
44570,2023Q4,Syria,Halsnæs,Men,168
44571,2023Q4,Syria,Halsnæs,Women,120
44572,2023Q4,Syria,Helsingør,Men,292
44573,2023Q4,Syria,Helsingør,Women,241
44574,2023Q4,Syria,Hillerød,Men,247
44575,2023Q4,Syria,Hillerød,Women,188
44576,2023Q4,Syria,Hørsholm,Men,124
44577,2023Q4,Syria,Hørsholm,Women,79
44578,2023Q4,Syria,Rudersdal,Men,237
44579,2023Q4,Syria,Rudersdal,Women,169
44580,2023Q4,Syria,Bornholm,Men,110
44581,2023Q4,Syria,Bornholm,Women,79
44582,2023Q4,Syria,Christiansø,Men,0
44583,2023Q4,Syria,Christiansø,Women,0
44584,2023Q4,Syria,Region Sjælland,Men,3998
44585,2023Q4,Syria,Region Sjælland,Women,3234
44586,2023Q4,Syria,Greve,Men,189
44587,2023Q4,Syria,Greve,Women,157
44588,2023Q4,Syria,Køge,Men,357
44589,2023Q4,Syria,Køge,Women,301
44590,2023Q4,Syria,Lejre,Men,145
44591,2023Q4,Syria,Lejre,Women,127
44592,2023Q4,Syria,Roskilde,Men,386
44593,2023Q4,Syria,Roskilde,Women,308
44594,2023Q4,Syria,Solrød,Men,178
44595,2023Q4,Syria,Solrød,Women,127
44596,2023Q4,Syria,Faxe,Men,185
44597,2023Q4,Syria,Faxe,Women,149
44598,2023Q4,Syria,Guldborgsund,Men,284
44599,2023Q4,Syria,Guldborgsund,Women,213
44600,2023Q4,Syria,Holbæk,Men,318
44601,2023Q4,Syria,Holbæk,Women,257
44602,2023Q4,Syria,Kalundborg,Men,268
44603,2023Q4,Syria,Kalundborg,Women,206
44604,2023Q4,Syria,Lolland,Men,184
44605,2023Q4,Syria,Lolland,Women,156
44606,2023Q4,Syria,Næstved,Men,368
44607,2023Q4,Syria,Næstved,Women,306
44608,2023Q4,Syria,Odsherred,Men,177
44609,2023Q4,Syria,Odsherred,Women,139
44610,2023Q4,Syria,Ringsted,Men,102
44611,2023Q4,Syria,Ringsted,Women,74
44612,2023Q4,Syria,Slagelse,Men,435
44613,2023Q4,Syria,Slagelse,Women,349
44614,2023Q4,Syria,Sorø,Men,112
44615,2023Q4,Syria,Sorø,Women,109
44616,2023Q4,Syria,Stevns,Men,57
44617,2023Q4,Syria,Stevns,Women,45
44618,2023Q4,Syria,Vordingborg,Men,253
44619,2023Q4,Syria,Vordingborg,Women,211
44620,2023Q4,Syria,Region Syddanmark,Men,7012
44621,2023Q4,Syria,Region Syddanmark,Women,5922
44622,2023Q4,Syria,Assens,Men,231
44623,2023Q4,Syria,Assens,Women,180
44624,2023Q4,Syria,Faaborg-Midtfyn,Men,207
44625,2023Q4,Syria,Faaborg-Midtfyn,Women,166
44626,2023Q4,Syria,Kerteminde,Men,162
44627,2023Q4,Syria,Kerteminde,Women,137
44628,2023Q4,Syria,Langeland,Men,34
44629,2023Q4,Syria,Langeland,Women,27
44630,2023Q4,Syria,Middelfart,Men,258
44631,2023Q4,Syria,Middelfart,Women,212
44632,2023Q4,Syria,Nordfyns,Men,223
44633,2023Q4,Syria,Nordfyns,Women,185
44634,2023Q4,Syria,Nyborg,Men,199
44635,2023Q4,Syria,Nyborg,Women,160
44636,2023Q4,Syria,Odense,Men,967
44637,2023Q4,Syria,Odense,Women,866
44638,2023Q4,Syria,Svendborg,Men,232
44639,2023Q4,Syria,Svendborg,Women,218
44640,2023Q4,Syria,Ærø,Men,22
44641,2023Q4,Syria,Ærø,Women,15
44642,2023Q4,Syria,Billund,Men,214
44643,2023Q4,Syria,Billund,Women,166
44644,2023Q4,Syria,Esbjerg,Men,449
44645,2023Q4,Syria,Esbjerg,Women,401
44646,2023Q4,Syria,Fanø,Men,15
44647,2023Q4,Syria,Fanø,Women,13
44648,2023Q4,Syria,Fredericia,Men,419
44649,2023Q4,Syria,Fredericia,Women,391
44650,2023Q4,Syria,Haderslev,Men,425
44651,2023Q4,Syria,Haderslev,Women,369
44652,2023Q4,Syria,Kolding,Men,548
44653,2023Q4,Syria,Kolding,Women,463
44654,2023Q4,Syria,Sønderborg,Men,549
44655,2023Q4,Syria,Sønderborg,Women,446
44656,2023Q4,Syria,Tønder,Men,220
44657,2023Q4,Syria,Tønder,Women,162
44658,2023Q4,Syria,Varde,Men,196
44659,2023Q4,Syria,Varde,Women,174
44660,2023Q4,Syria,Vejen,Men,294
44661,2023Q4,Syria,Vejen,Women,217
44662,2023Q4,Syria,Vejle,Men,799
44663,2023Q4,Syria,Vejle,Women,683
44664,2023Q4,Syria,Aabenraa,Men,349
44665,2023Q4,Syria,Aabenraa,Women,271
44666,2023Q4,Syria,Region Midtjylland,Men,6598
44667,2023Q4,Syria,Region Midtjylland,Women,5493
44668,2023Q4,Syria,Favrskov,Men,243
44669,2023Q4,Syria,Favrskov,Women,214
44670,2023Q4,Syria,Hedensted,Men,205
44671,2023Q4,Syria,Hedensted,Women,153
44672,2023Q4,Syria,Horsens,Men,717
44673,2023Q4,Syria,Horsens,Women,604
44674,2023Q4,Syria,Norddjurs,Men,202
44675,2023Q4,Syria,Norddjurs,Women,165
44676,2023Q4,Syria,Odder,Men,160
44677,2023Q4,Syria,Odder,Women,147
44678,2023Q4,Syria,Randers,Men,430
44679,2023Q4,Syria,Randers,Women,337
44680,2023Q4,Syria,Samsø,Men,10
44681,2023Q4,Syria,Samsø,Women,10
44682,2023Q4,Syria,Silkeborg,Men,582
44683,2023Q4,Syria,Silkeborg,Women,513
44684,2023Q4,Syria,Skanderborg,Men,332
44685,2023Q4,Syria,Skanderborg,Women,312
44686,2023Q4,Syria,Syddjurs,Men,173
44687,2023Q4,Syria,Syddjurs,Women,153
44688,2023Q4,Syria,Aarhus,Men,1491
44689,2023Q4,Syria,Aarhus,Women,1255
44690,2023Q4,Syria,Herning,Men,420
44691,2023Q4,Syria,Herning,Women,355
44692,2023Q4,Syria,Holstebro,Men,323
44693,2023Q4,Syria,Holstebro,Women,292
44694,2023Q4,Syria,Ikast-Brande,Men,204
44695,2023Q4,Syria,Ikast-Brande,Women,101
44696,2023Q4,Syria,Lemvig,Men,50
44697,2023Q4,Syria,Lemvig,Women,47
44698,2023Q4,Syria,Ringkøbing-Skjern,Men,238
44699,2023Q4,Syria,Ringkøbing-Skjern,Women,187
44700,2023Q4,Syria,Skive,Men,197
44701,2023Q4,Syria,Skive,Women,163
44702,2023Q4,Syria,Struer,Men,159
44703,2023Q4,Syria,Struer,Women,127
44704,2023Q4,Syria,Viborg,Men,462
44705,2023Q4,Syria,Viborg,Women,358
44706,2023Q4,Syria,Region Nordjylland,Men,2120
44707,2023Q4,Syria,Region Nordjylland,Women,1770
44708,2023Q4,Syria,Brønderslev,Men,182
44709,2023Q4,Syria,Brønderslev,Women,169
44710,2023Q4,Syria,Frederikshavn,Men,198
44711,2023Q4,Syria,Frederikshavn,Women,175
44712,2023Q4,Syria,Hjørring,Men,219
44713,2023Q4,Syria,Hjørring,Women,176
44714,2023Q4,Syria,Jammerbugt,Men,97
44715,2023Q4,Syria,Jammerbugt,Women,82
44716,2023Q4,Syria,Læsø,Men,0
44717,2023Q4,Syria,Læsø,Women,0
44718,2023Q4,Syria,Mariagerfjord,Men,233
44719,2023Q4,Syria,Mariagerfjord,Women,203
44720,2023Q4,Syria,Morsø,Men,100
44721,2023Q4,Syria,Morsø,Women,82
44722,2023Q4,Syria,Rebild,Men,62
44723,2023Q4,Syria,Rebild,Women,52
44724,2023Q4,Syria,Thisted,Men,182
44725,2023Q4,Syria,Thisted,Women,150
44726,2023Q4,Syria,Vesthimmerlands,Men,96
44727,2023Q4,Syria,Vesthimmerlands,Women,80
44728,2023Q4,Syria,Aalborg,Men,751
44729,2023Q4,Syria,Aalborg,Women,601
44730,2023Q4,Tajikistan,All Denmark,Men,38
44731,2023Q4,Tajikistan,All Denmark,Women,49
44732,2023Q4,Tajikistan,Region Hovedstaden,Men,15
44733,2023Q4,Tajikistan,Region Hovedstaden,Women,17
44734,2023Q4,Tajikistan,Copenhagen,Men,8
44735,2023Q4,Tajikistan,Copenhagen,Women,11
44736,2023Q4,Tajikistan,Frederiksberg,Men,1
44737,2023Q4,Tajikistan,Frederiksberg,Women,2
44738,2023Q4,Tajikistan,Dragør,Men,0
44739,2023Q4,Tajikistan,Dragør,Women,1
44740,2023Q4,Tajikistan,Tårnby,Men,0
44741,2023Q4,Tajikistan,Tårnby,Women,0
44742,2023Q4,Tajikistan,Albertslund,Men,1
44743,2023Q4,Tajikistan,Albertslund,Women,0
44744,2023Q4,Tajikistan,Ballerup,Men,0
44745,2023Q4,Tajikistan,Ballerup,Women,0
44746,2023Q4,Tajikistan,Brøndby,Men,0
44747,2023Q4,Tajikistan,Brøndby,Women,0
44748,2023Q4,Tajikistan,Gentofte,Men,0
44749,2023Q4,Tajikistan,Gentofte,Women,0
44750,2023Q4,Tajikistan,Gladsaxe,Men,3
44751,2023Q4,Tajikistan,Gladsaxe,Women,3
44752,2023Q4,Tajikistan,Glostrup,Men,0
44753,2023Q4,Tajikistan,Glostrup,Women,0
44754,2023Q4,Tajikistan,Herlev,Men,0
44755,2023Q4,Tajikistan,Herlev,Women,0
44756,2023Q4,Tajikistan,Hvidovre,Men,2
44757,2023Q4,Tajikistan,Hvidovre,Women,0
44758,2023Q4,Tajikistan,Høje-Taastrup,Men,0
44759,2023Q4,Tajikistan,Høje-Taastrup,Women,0
44760,2023Q4,Tajikistan,Ishøj,Men,0
44761,2023Q4,Tajikistan,Ishøj,Women,0
44762,2023Q4,Tajikistan,Lyngby-Taarbæk,Men,0
44763,2023Q4,Tajikistan,Lyngby-Taarbæk,Women,0
44764,2023Q4,Tajikistan,Rødovre,Men,0
44765,2023Q4,Tajikistan,Rødovre,Women,0
44766,2023Q4,Tajikistan,Vallensbæk,Men,0
44767,2023Q4,Tajikistan,Vallensbæk,Women,0
44768,2023Q4,Tajikistan,Allerød,Men,0
44769,2023Q4,Tajikistan,Allerød,Women,0
44770,2023Q4,Tajikistan,Egedal,Men,0
44771,2023Q4,Tajikistan,Egedal,Women,0
44772,2023Q4,Tajikistan,Fredensborg,Men,0
44773,2023Q4,Tajikistan,Fredensborg,Women,0
44774,2023Q4,Tajikistan,Frederikssund,Men,0
44775,2023Q4,Tajikistan,Frederikssund,Women,0
44776,2023Q4,Tajikistan,Furesø,Men,0
44777,2023Q4,Tajikistan,Furesø,Women,0
44778,2023Q4,Tajikistan,Gribskov,Men,0
44779,2023Q4,Tajikistan,Gribskov,Women,0
44780,2023Q4,Tajikistan,Halsnæs,Men,0
44781,2023Q4,Tajikistan,Halsnæs,Women,0
44782,2023Q4,Tajikistan,Helsingør,Men,0
44783,2023Q4,Tajikistan,Helsingør,Women,0
44784,2023Q4,Tajikistan,Hillerød,Men,0
44785,2023Q4,Tajikistan,Hillerød,Women,0
44786,2023Q4,Tajikistan,Hørsholm,Men,0
44787,2023Q4,Tajikistan,Hørsholm,Women,0
44788,2023Q4,Tajikistan,Rudersdal,Men,0
44789,2023Q4,Tajikistan,Rudersdal,Women,0
44790,2023Q4,Tajikistan,Bornholm,Men,0
44791,2023Q4,Tajikistan,Bornholm,Women,0
44792,2023Q4,Tajikistan,Christiansø,Men,0
44793,2023Q4,Tajikistan,Christiansø,Women,0
44794,2023Q4,Tajikistan,Region Sjælland,Men,7
44795,2023Q4,Tajikistan,Region Sjælland,Women,7
44796,2023Q4,Tajikistan,Greve,Men,6
44797,2023Q4,Tajikistan,Greve,Women,7
44798,2023Q4,Tajikistan,Køge,Men,0
44799,2023Q4,Tajikistan,Køge,Women,0
44800,2023Q4,Tajikistan,Lejre,Men,0
44801,2023Q4,Tajikistan,Lejre,Women,0
44802,2023Q4,Tajikistan,Roskilde,Men,1
44803,2023Q4,Tajikistan,Roskilde,Women,0
44804,2023Q4,Tajikistan,Solrød,Men,0
44805,2023Q4,Tajikistan,Solrød,Women,0
44806,2023Q4,Tajikistan,Faxe,Men,0
44807,2023Q4,Tajikistan,Faxe,Women,0
44808,2023Q4,Tajikistan,Guldborgsund,Men,0
44809,2023Q4,Tajikistan,Guldborgsund,Women,0
44810,2023Q4,Tajikistan,Holbæk,Men,0
44811,2023Q4,Tajikistan,Holbæk,Women,0
44812,2023Q4,Tajikistan,Kalundborg,Men,0
44813,2023Q4,Tajikistan,Kalundborg,Women,0
44814,2023Q4,Tajikistan,Lolland,Men,0
44815,2023Q4,Tajikistan,Lolland,Women,0
44816,2023Q4,Tajikistan,Næstved,Men,0
44817,2023Q4,Tajikistan,Næstved,Women,0
44818,2023Q4,Tajikistan,Odsherred,Men,0
44819,2023Q4,Tajikistan,Odsherred,Women,0
44820,2023Q4,Tajikistan,Ringsted,Men,0
44821,2023Q4,Tajikistan,Ringsted,Women,0
44822,2023Q4,Tajikistan,Slagelse,Men,0
44823,2023Q4,Tajikistan,Slagelse,Women,0
44824,2023Q4,Tajikistan,Sorø,Men,0
44825,2023Q4,Tajikistan,Sorø,Women,0
44826,2023Q4,Tajikistan,Stevns,Men,0
44827,2023Q4,Tajikistan,Stevns,Women,0
44828,2023Q4,Tajikistan,Vordingborg,Men,0
44829,2023Q4,Tajikistan,Vordingborg,Women,0
44830,2023Q4,Tajikistan,Region Syddanmark,Men,1
44831,2023Q4,Tajikistan,Region Syddanmark,Women,3
44832,2023Q4,Tajikistan,Assens,Men,0
44833,2023Q4,Tajikistan,Assens,Women,0
44834,2023Q4,Tajikistan,Faaborg-Midtfyn,Men,0
44835,2023Q4,Tajikistan,Faaborg-Midtfyn,Women,0
44836,2023Q4,Tajikistan,Kerteminde,Men,0
44837,2023Q4,Tajikistan,Kerteminde,Women,0
44838,2023Q4,Tajikistan,Langeland,Men,0
44839,2023Q4,Tajikistan,Langeland,Women,0
44840,2023Q4,Tajikistan,Middelfart,Men,0
44841,2023Q4,Tajikistan,Middelfart,Women,0
44842,2023Q4,Tajikistan,Nordfyns,Men,0
44843,2023Q4,Tajikistan,Nordfyns,Women,0
44844,2023Q4,Tajikistan,Nyborg,Men,0
44845,2023Q4,Tajikistan,Nyborg,Women,0
44846,2023Q4,Tajikistan,Odense,Men,0
44847,2023Q4,Tajikistan,Odense,Women,0
44848,2023Q4,Tajikistan,Svendborg,Men,0
44849,2023Q4,Tajikistan,Svendborg,Women,0
44850,2023Q4,Tajikistan,Ærø,Men,0
44851,2023Q4,Tajikistan,Ærø,Women,0
44852,2023Q4,Tajikistan,Billund,Men,0
44853,2023Q4,Tajikistan,Billund,Women,0
44854,2023Q4,Tajikistan,Esbjerg,Men,0
44855,2023Q4,Tajikistan,Esbjerg,Women,0
44856,2023Q4,Tajikistan,Fanø,Men,0
44857,2023Q4,Tajikistan,Fanø,Women,0
44858,2023Q4,Tajikistan,Fredericia,Men,1
44859,2023Q4,Tajikistan,Fredericia,Women,0
44860,2023Q4,Tajikistan,Haderslev,Men,0
